"id","title","kana","cats","area","venue","venue_url","pref","start_date","end_date","date","dates","open_time","start_time","end_time","date_note","backup_date","status","rank","series_id","announced_date","is_additional","onsale_label","onsale_start","onsale_start_time","onsale_end","onsale_end_time","limited_sale","price","price_official","price_best","discount_pct","best_source","coupon_note","price_checked","price_condition","source","url","official_url","lat","lng","desc","note","parking","nearest_station"
"133","水滸伝","","art","東京都・千代田区","東京ステーションギャラリー","https://www.ejrcf.or.jp/gallery/","tokyo","2026-09-19","2026-11-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.ejrcf.or.jp/gallery/","35.6812","139.7671","中国の奇書『水滸伝』を主題に、豪傑たちの物語が日本でどのように絵画化・翻案されてきたかを、浮世絵から近代絵画、挿絵本まで幅広い作品でたどる展覧会。前売券は9月18日まで入館料から200円引で販売される。","","","JR東京駅丸の内北口直結、東京メトロ丸ノ内線「東京」駅徒歩約3分"
"134","『My Birthday』展 80～90年代を席巻した占いカルチャー少女雑誌","","art","東京都・文京区","弥生美術館・竹久夢二美術館","https://www.yayoi-yumeji-museum.jp/","tokyo","2026-07-04","2026-09-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yayoi-yumeji-museum.jp/","35.7186","139.7614","1979年創刊の少女向け占いカルチャー誌『My Birthday』を特集し、まつざきあけみ・野崎ふみこらの表紙原画を多数展示。8月29日には元読者出身の漫画家を招くギャラリートークも開催し、当時のグッズも紹介する。","","駐車場なし（公共交通機関を利用）","地下鉄千代田線「根津駅」・南北線「東大前駅」徒歩7分"
"135","あなたも目利きに! 竹久夢二入門 展 ―夢二絵の見かた＆楽しみかた―","","art","東京都・文京区","弥生美術館・竹久夢二美術館","https://www.yayoi-yumeji-museum.jp/","tokyo","2026-07-04","2026-09-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yayoi-yumeji-museum.jp/","35.7186","139.7614","大正ロマンを象徴する画家・竹久夢二の作品を「10のキーワード」と「10の表現」という切り口で読み解く入門展。日本画から木版画、広告デザインまで幅広い夢二絵の魅力を、学芸員のギャラリートークとともに紹介する。","","駐車場なし（公共交通機関を利用）","地下鉄千代田線「根津駅」・南北線「東大前駅」徒歩7分"
"136","黒の躍動","","art","東京都・港区","岡本太郎記念館","http://www.taro-okamoto.or.jp/","tokyo","2026-07-17","2026-11-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.taro-okamoto.or.jp/","35.6637","139.7146","岡本太郎の言葉「己れを滅びに導く、逆にそこに飛び込むんだ」を手がかりに、自らを死に直面させるような緊張感を伴う「黒」を用いた絵画・彫刻作品を集めた企画展。太郎の旧アトリエ兼住居だった館内で開催される。","2026年4月の価格改定後の料金","駐輪・駐車スペースなし","東京メトロ銀座線・千代田線・半蔵門線「表参道」駅徒歩8分"
"137","特別展「大南極展」 南極観測70周年!! この夏、東京に南極がやってきた！","","exp|fam","東京都・江東区","日本科学未来館","https://www.miraikan.jst.go.jp/","tokyo","2026-07-01","2026-09-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.miraikan.jst.go.jp/","35.6197","139.7766","南極観測70周年を記念し、本物の南極の氷や隕石に直接触れられる体験型特別展。34万年前の空気を含むアイスコアの実物展示や、強風と視界不良を再現したブリザード体験コーナーがあり、公式応援キャラクターはすみっコぐらし。","常設展も観覧可。ドームシアターは別料金（要予約）","","ゆりかもめ「東京国際クルーズターミナル駅」徒歩5分、「テレコムセンター駅」徒歩4分"
"138","TVアニメ「Dr.STONE」×Space Travelium TeNQ 企画展『ROAD TO THE MOON』","","exp","東京都・文京区","TeNQ 宇宙ミュージアム","https://www.tokyo-dome.co.jp/tenq/","tokyo","2026-07-18","2026-10-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.tokyo-dome.co.jp/tenq/","35.7056","139.7519","TVアニメ『Dr.STONE』とのコラボ企画展。物語の重要な舞台となる「月」をテーマに、宇宙旅行をコンセプトとするTeNQの世界観と作品を融合させた展示・フォトスポットを構成し、限定グッズも販売される。","","","JR「水道橋駅」西口、都営三田線「水道橋駅」A2出口、丸ノ内線・南北線「後楽園駅」2番出口すぐ（東京ドームシティ内）"
"139","リアル脱出ゲーム『カジノロワイヤルからの脱出』(リバイバル)","","ent","東京都・新宿区","東京ミステリーサーカス","https://mysterycircus.jp/","tokyo","2026-07-01","2026-10-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://mysterycircus.jp/","35.6953","139.7025","スパイになりきってカジノに潜入する人気シリーズのリバイバル上演。制限時間60分・最大6人参加の一斉スタート型リアル脱出ゲームで、解説を含めた所要時間は約100分。英語版もあり、団員（会員）向けの先行販売もある。","","駐車場なし","JR「新宿駅」東口徒歩7分、西武新宿線「西武新宿駅」徒歩2分"
"140","リアル脱出ゲーム×名探偵コナン『疾風の追走からの脱出』","","ent","東京都・新宿区","東京ミステリーサーカス","https://mysterycircus.jp/","tokyo","2026-07-02","2026-10-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://mysterycircus.jp/","35.6953","139.7025","名探偵コナンとのコラボ第2弾。カーチェイスをテーマにした制限時間60分・最大6人参加のリアル脱出ゲームで、10月25日まで開催。特集番組がTOKYO MXで放送されるなど話題を集め、団員向けの先行販売もある。","","駐車場なし","JR「新宿駅」東口徒歩7分、西武新宿線「西武新宿駅」徒歩2分"
"141","100%ドラえもん＆フレンズ in 東京","","fam|exp","東京都・江東区","TOKYO DREAM PARK","https://tdp.tv-asahi.co.jp/","tokyo","2026-03-27","2026-09-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://doraemon100japan.com/","35.6329","139.7929","香港・上海・バンコク・台湾を巡ったドラえもん史上最大級の展示が日本初上陸。100体以上の等身大ドラえもんが登場し、原作エピソードの世界観を再現する。","","",""
"142","大相撲九月場所（東京）","","sport","東京都・墨田区","両国国技館","","tokyo","2026-09-13","2026-09-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.sumo.or.jp/","35.6969","139.7930","両国国技館で15日間にわたり開催される大相撲本場所。9月13日初日、27日千秋楽で、敬老の日・秋分の日を挟む日程となる。取材時点で入場券は完売。","取材時点で入場券は完売。定価リセールサービスでの購入のみ可能。","",""
"143","秀山祭九月大歌舞伎","","ent","東京都・中央区","歌舞伎座","","tokyo","2026-09-02","2026-09-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.kabuki-za.co.jp/","35.6693","139.7671","初代中村吉右衛門の芸を偲ぶ秀山祭。歌舞伎座で9月2日から26日まで、ゆかりの演目を中心とした大歌舞伎が上演される。","","",""
"144","錦秋十月大歌舞伎","","ent","東京都・中央区","歌舞伎座","","tokyo","2026-10-02","2026-10-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.kabuki-za.co.jp/","35.6693","139.7671","秋の歌舞伎座を彩る恒例興行。10月2日から20日まで、紅葉の季節にふさわしい演目が三部制で上演される予定。","","",""
"145","ミュージカル『ファニー・ガール』","","ent","東京都・千代田区","日生劇場","","tokyo","2026-09-08","2026-09-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nissaytheatre.or.jp/","35.6745","139.7599","東宝とワタナベエンターテインメントによる製作。ブロードウェイの名作ミュージカルを日本語版で上演し、日生劇場で9月8日から29日まで公演する。","","",""
"146","KURUMU OKAMIYA 1st Concert『The Fanfare』","","ent","東京都・千代田区","日生劇場","","tokyo","2026-10-03","2026-10-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nissaytheatre.or.jp/","35.6745","139.7599","梅田芸術劇場の企画・制作による初のソロコンサート。日生劇場を舞台に10月3日から5日まで、3日間にわたり開催される。","","",""
"147","ミュージカル『101ダルメシアンズ』","","fam|ent","東京都・千代田区","日生劇場","","tokyo","2026-10-13","2026-10-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nissaytheatre.or.jp/","35.6745","139.7599","梅田芸術劇場が企画・制作するファミリー向けミュージカル。人気作を舞台化し、日生劇場で10月13日から29日まで上演される。","","",""
"148","オペラ『ドン・ジョヴァンニ』","","ent","東京都・千代田区","日生劇場","","tokyo","2026-11-14","2026-11-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nissaytheatre.or.jp/","35.6745","139.7599","日生劇場主催によるモーツァルトの名作オペラ。事前に開催されるオペラ・レクチャーと連動し、11月14日・15日の2日間上演される。","","",""
"149","松平健×コロッケ45周年特別公演","","ent","東京都・中央区","明治座","","tokyo","2026-09-15","2026-09-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.meijiza.co.jp/","35.6869","139.7887","芸能生活45周年のコロッケと松平健が共演する再演公演。第一部は「暴れん坊将軍」ステージ劇、第二部はものまねと歌のショーで構成される。","2026年1月公演の再演。","",""
"150","舞台『メイジ・ザ・キャッツアイ』","","ent","東京都・中央区","明治座","","tokyo","2026-10-09","2026-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.meijiza.co.jp/","35.6869","139.7887","明治座で10月9日から11月1日まで上演される舞台作品。学割チケットも用意され、幅広い世代の観客を見込んだ新作公演。","","",""
"151","十周年記念特別公演 舞台『刀剣乱舞』陽伝 月と太陽と星々よ","","ent","東京都・中央区","明治座","","tokyo","2026-11-11","2026-11-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.meijiza.co.jp/","35.6869","139.7887","人気ゲーム『刀剣乱舞』を原作とする舞台シリーズの10周年記念公演。明治座で11月11日から29日まで上演される。","","",""
